DIPUTACIONES LOCALES
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7402,0,7402,98.0787,6201,82.1650,4.0413,1199,3689842,2491611,2486552,67.3891

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PAN_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA_CPP,C_PAN_PRD_MC_NA_PSI,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_NA_CPP_PSI,C_PAN_MC_NA_CPP_PSI,C_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_NA_CPP,C_PAN_PRD_NA_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_NA_CPP,C_PAN_MC_NA_PSI,C_PAN_MC_CPP_PSI,C_PAN_NA_CPP_PSI,C_PRD_MC_NA_CPP,C_PRD_MC_NA_PSI,C_PRD_MC_CPP_PSI,C_PRD_NA_CPP_PSI,C_MC_NA_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_NA,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_NA,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_NA_CPP,C_PAN_NA_PSI,C_PAN_CPP_PSI,C_PRD_MC_NA,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_NA_CPP,C_PRD_NA_PSI,C_PRD_CPP_PSI,C_MC_NA_CPP,C_MC_NA_PSI,C_MC_CPP_PSI,C_NA_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_NA,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_NA,C_PRD_CPP,C_PRD_PSI,C_MC_NA,C_MC_CPP,C_MC_PSI,C_NA_PSI,C_CPP_PSI,C_NA_CPP,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210008C0300,210008C030003,21,PUEBLA,012,AMOZOC DE MOTA,0008,03,C,00,1,3,313,450,6,457,48,49,7,29,5,56,11,8,10,148,11,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,4,,0,1,1,,0,0,,1,0,,0,,11,4,0,2,0,46,456,455,745,6,,1,F,b51d06c0e7aa72cb62666291077cd9026f31225c7a5aa441f91086b6265958cf,2018-07-02 06:58:00,2018-07-02 07:16:44,2018-07-02 07:17:42,CATD,Escaner,ACTA PREP
'210009B0100,210009B010003,21,PUEBLA,012,AMOZOC DE MOTA,0009,01,B,00,2,3,238,380,9,392,0,51,0,0,5,0,3,0,0,0,0,,,,148,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,151,0,0,0,0,34,389,392,607,9,,1,F,04f78ca8d86a266cc7152450a447fa99a2d91c399ebb6091e33b094f6618024c,2018-07-02 06:39:00,2018-07-02 06:48:59,2018-07-02 06:49:30,CATD,Escaner,ACTA PREP
'210009C0100,210009C010003,21,PUEBLA,012,AMOZOC DE MOTA,0009,01,C,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,Sin Acta,0,,,,,,,,
'210009C0200,210009C020003,21,PUEBLA,012,AMOZOC DE MOTA,0009,02,C,00,2,3,253,389,6,389,0,41,0,0,5,0,4,0,0,0,0,,,,126,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,176,0,0,0,0,41,395,393,607,6,,1,F,48388a34a4ff3e1893d891a65a6ca9c6a14a008bc7fd39aa96f9671bc557a028,2018-07-02 06:48:00,2018-07-02 07:07:33,2018-07-02 07:08:41,CATD,Escaner,ACTA PREP
'210009C0300,210009C030003,21,PUEBLA,012,AMOZOC DE MOTA,0009,03,C,00,2,3,365,360,6,365,95,22,0,0,4,0,3,0,0,200,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,41,366,365,606,6,,1,F,eb0400ddfec5b827a4d5955b7bde93296a4bf7e0e1020e824d8a7a255ed1420e,2018-07-02 06:48:00,2018-07-02 07:00:35,2018-07-02 07:50:26,CATD,Escaner,ACTA PREP
'210010B0100,210010B010003,21,PUEBLA,012,AMOZOC DE MOTA,0010,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,Sin Acta,0,,,,,,,,
'210010C0100,210010C010003,21,PUEBLA,012,AMOZOC DE MOTA,0010,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,Sin Acta,0,,,,,,,,
'210010C0200,210010C020003,21,PUEBLA,012,AMOZOC DE MOTA,0010,02,C,00,1,3,245,392,1,393,73,19,15,23,15,9,11,7,7,192,6,,,,1,,,,,1,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,5,1,0,0,0,7,393,393,618,1,,1,F,0974aef91bfae3c23bb3ec2aa7a101b329c5056fd1654e99bb37a7419046ee41,2018-07-02 02:52:00,2018-07-02 03:06:32,2018-07-02 03:08:51,CATD,Escaner,ACTA PREP
'210010C0300,210010C030003,21,PUEBLA,012,AMOZOC DE MOTA,0010,03,C,00,1,3,262,375,0,372,51,31,14,17,17,10,5,12,11,184,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,1,,0,0,,0,0,,0,,2,0,0,1,0,14,375,374,618,0,,1,F,b3d9bd7cf001d4a3e80d234f5962fe0a098a95c565965bea17f62dfad7bde859,2018-07-02 02:51:00,2018-07-02 03:09:25,2018-07-02 03:10:50,CATD,Escaner,ACTA PREP
'210011B0100,210011B010003,21,PUEBLA,012,AMOZOC DE MOTA,0011,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,,Sin Acta,0,,,,,,,,
'210011C0100,210011C010003,21,PUEBLA,012,AMOZOC DE MOTA,0011,01,C,00,1,3,261,493,0,482,78,29,21,10,11,15,13,9,6,243,9,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,1,,0,0,0,,0,0,,0,0,,0,,4,4,0,1,0,26,493,482,734,0,,1,F,838bd1fa8c9ca94fb45f57ff7773c6ae0de3338c8ff036140a145333845cea67,2018-07-02 02:35:00,2018-07-02 02:53:33,2018-07-02 03:22:47,CATD,Escaner,ACTA PREP
'210011C0200,210011C020003,21,PUEBLA,012,AMOZOC DE MOTA,0011,02,C,00,1,3,248,501,2,517,83,35,26,15,9,17,14,5,3,269,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,21,503,503,734,2,,1,F,d663604ff239fb81cd7e390cf07c003c20bcd2b51a3d4bf0916d631065693401,2018-07-02 02:35:00,2018-07-02 02:58:54,2018-07-02 02:59:05,CATD,Escaner,ACTA PREP
'210012B0100,210012B010003,21,PUEBLA,012,AMOZOC DE MOTA,0012,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,Sin Acta,0,,,,,,,,
'210012C0100,210012C010003,21,PUEBLA,012,AMOZOC DE MOTA,0012,01,C,00,1,3,218,342,0,,56,29,8,6,5,6,7,5,4,163,4,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,1,0,0,,0,0,,0,0,,0,,5,3,1,2,0,0,342,308,539,0,,1,F,aae73a581aae46d84a312b3c59eda63f2acf8c1bb7f0bd5479bca66c80e79a54,2018-07-02 06:04:00,2018-07-02 06:17:47,2018-07-02 06:20:22,CATD,Escaner,ACTA PREP
'210012C0200,210012C020003,21,PUEBLA,012,AMOZOC DE MOTA,0012,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,Sin Acta,0,,,,,,,,
'210013B0100,210013B010003,21,PUEBLA,012,AMOZOC DE MOTA,0013,01,B,00,1,3,,,,,57,29,9,13,5,10,8,6,6,282,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,2,0,,1,0,,,1,,0,0,,,0,,,0,,3,3,,0,0,0,,4,0,,0,0,,0,,0,1,0,0,0,25,,470,694,,,1,F,59feee36ddbc7fd566c377691b15fe6bd84f07763400714f9ed7a5fa5f3c70db,2018-07-02 06:16:00,2018-07-02 06:27:43,2018-07-02 06:32:27,CATD,Escaner,ACTA PREP
'210013C0100,210013C010003,21,PUEBLA,012,AMOZOC DE MOTA,0013,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,Sin Acta,0,,,,,,,,
'210014B0100,210014B010003,21,PUEBLA,012,AMOZOC DE MOTA,0014,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,Sin Acta,0,,,,,,,,
'210014C0100,210014C010003,21,PUEBLA,012,AMOZOC DE MOTA,0014,01,C,00,1,3,234,379,0,379,33,21,3,15,8,10,8,1,13,236,1,,,,0,,,,,0,0,,,0,,,3,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,13,379,366,593,0,,1,F,13e7b972cf92af23832d88025f2cf011a5604ef786fedb6ca0c3e6f70321be4d,2018-07-02 04:13:00,2018-07-02 04:22:02,2018-07-02 04:22:43,CATD,Escaner,ACTA PREP
'210014C0200,210014C020003,21,PUEBLA,012,AMOZOC DE MOTA,0014,02,C,00,1,3,243,364,5,369,36,22,12,12,11,9,12,5,9,194,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,3,0,,0,0,0,,0,0,,0,0,,1,,14,3,0,3,0,17,369,369,593,5,,1,F,d6acd7fd51cc0772ff6b1aa6704ccba7d40c3dec4a02712e7732d3324b423696,2018-07-02 04:20:00,2018-07-02 04:27:23,2018-07-02 04:27:32,CATD,Escaner,ACTA PREP
'210015B0100,210015B010003,21,PUEBLA,012,AMOZOC DE MOTA,0015,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,,Sin Acta,0,,,,,,,,
'210015C0100,210015C010003,21,PUEBLA,012,AMOZOC DE MOTA,0015,01,C,00,1,3,239,355,2,356,50,23,5,13,6,4,4,9,2,201,5,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,1,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,11,3,2,1,0,13,357,356,577,2,,1,F,e276d84aa64eb9346cbca77dc68b0f2bc78bd2ad6b10823196063eb3f5850e9e,2018-07-02 04:19:00,2018-07-02 04:31:17,2018-07-02 04:33:04,CATD,Escaner,ACTA PREP
'210015C0200,210015C020003,21,PUEBLA,012,AMOZOC DE MOTA,0015,02,C,00,1,3,250,339,8,345,41,22,8,10,2,8,8,6,5,197,8,,,,1,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,10,2,1,1,0,14,347,345,577,8,,1,F,05f22038d44b695052c746ad872aed6bd12fe049edb07467941044242d301551,2018-07-02 04:27:00,2018-07-02 04:38:25,2018-07-02 04:39:59,CATD,Escaner,ACTA PREP
'210015E0100,210015E010003,21,PUEBLA,012,AMOZOC DE MOTA,0015,01,E,00,1,3,278,410,3,0,42,28,8,15,15,29,3,19,16,178,12,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,3,1,,0,1,0,,0,0,,0,0,,0,,6,3,1,15,0,19,413,414,672,3,,1,F,df95e55c6a397af77dd200c52e32dd9fba9138cdcb92752a93ceffec581e5e2a,2018-07-02 07:14:00,2018-07-02 07:27:35,2018-07-02 07:28:35,CATD,Escaner,ACTA PREP
'210015E0101,210015E010103,21,PUEBLA,012,AMOZOC DE MOTA,0015,01,E,01,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,,Sin Acta,0,,,,,,,,
'210015E0102,210015E010203,21,PUEBLA,012,AMOZOC DE MOTA,0015,01,E,02,1,3,279,412,0,412,41,51,10,119,14,32,4,31,8,142,6,,,,0,,,,,1,1,,,3,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,4,1,,0,1,1,,1,0,,0,0,,1,,10,3,0,3,0,23,412,511,671,0,,1,F,4552b9b7be599b79cb667686c271b7252d80bbd8105579adc21418e851bbc6bb,2018-07-02 07:25:00,2018-07-02 07:31:32,2018-07-02 07:32:16,CATD,Escaner,ACTA PREP
'210016B0100,210016B010003,21,PUEBLA,012,AMOZOC DE MOTA,0016,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,,Sin Acta,0,,,,,,,,
'210016C0100,210016C010003,21,PUEBLA,012,AMOZOC DE MOTA,0016,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,,Sin Acta,0,,,,,,,,
'210016C0200,210016C020003,21,PUEBLA,012,AMOZOC DE MOTA,0016,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,,Sin Acta,0,,,,,,,,
'210017B0100,210017B010003,21,PUEBLA,012,AMOZOC DE MOTA,0017,01,B,00,1,3,0,0,0,0,51,27,15,19,6,6,8,3,6,159,8,,,,2,,,,,0,0,,,0,,,0,,,,0,,,1,,0,1,,0,0,,,1,,0,0,,,0,,,1,,3,1,,0,0,0,,0,0,,0,1,,0,,9,4,1,2,0,29,0,364,658,0,,1,F,95c1f77426dbbac3015b6faa07e634a5904d35441b360f332f21f828895f9403,2018-07-02 09:49:00,2018-07-02 10:06:43,2018-07-02 10:06:53,CATD,Escaner,ACTA PREP
'210017C0100,210017C010003,21,PUEBLA,012,AMOZOC DE MOTA,0017,01,C,00,1,3,317,357,4,358,55,14,22,26,8,8,7,5,3,164,3,,,,0,,,,,0,1,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,3,0,,0,0,0,,0,0,,0,0,,0,,6,5,0,3,1,22,361,357,658,4,,1,F,267ba783e7f3448acf15362863a051ef6ddb79927dab497ed3862ef518a0ad0c,2018-07-02 03:00:00,2018-07-02 03:13:39,2018-07-02 03:14:36,CATD,Escaner,ACTA PREP
'210017C0200,210017C020003,21,PUEBLA,012,AMOZOC DE MOTA,0017,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,,Sin Acta,0,,,,,,,,
'210017C0300,210017C030003,21,PUEBLA,012,AMOZOC DE MOTA,0017,03,C,00,1,3,315,360,3,357,51,15,20,20,4,12,3,5,2,200,3,,,,0,,,,,0,0,,,0,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,0,0,,0,0,,0,,6,1,0,2,0,10,363,357,658,3,,1,F,a26697665eddbd276d1c1afd5163fbbb95568960c75e4efe7f24feabb3128eba,2018-07-02 09:49:00,2018-07-02 09:59:49,2018-07-02 09:59:56,CATD,Escaner,ACTA PREP
'210018B0100,210018B010003,21,PUEBLA,012,AMOZOC DE MOTA,0018,01,B,00,1,3,234,350,1,351,27,53,8,14,7,9,10,8,7,176,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,4,0,1,0,20,351,350,565,1,,1,F,36a22ef92067ba2c042ce290bff45402669c33dfb61418f60c5dee7a65ed0793,2018-07-02 05:27:00,2018-07-02 05:36:02,2018-07-02 05:40:01,CATD,Escaner,ACTA PREP
'210018C0100,210018C010003,21,PUEBLA,012,AMOZOC DE MOTA,0018,01,C,00,1,3,234,348,3,351,27,34,19,17,6,9,9,7,3,169,7,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,0,0,,0,0,,0,,11,6,1,1,0,23,351,351,565,3,,1,F,5b8dc83932fd2784f7f76ea23b99ba83f0874f40e55c866633389be391eb2c75,2018-07-02 05:34:00,2018-07-02 05:45:50,2018-07-02 05:51:50,CATD,Escaner,ACTA PREP
'210018C0200,210018C020003,21,PUEBLA,012,AMOZOC DE MOTA,0018,02,C,00,1,3,242,334,8,342,27,40,9,18,2,11,6,12,1,181,5,,,,0,,,,,1,0,,,0,,,0,,,,0,,,0,,0,0,,1,0,,,0,,0,0,,,0,,,0,,1,1,,0,0,0,,0,0,,0,0,,0,,0,5,0,1,0,20,342,342,564,8,,1,F,b90dd4362901f1b6e721b4d45d4b57ac7e2a3048a0503230325010bef8757819,2018-07-02 05:33:00,2018-07-02 05:43:43,2018-07-02 05:47:12,CATD,Escaner,ACTA PREP
'210018C0300,210018C030003,21,PUEBLA,012,AMOZOC DE MOTA,0018,03,C,00,1,3,14,309,13,322,24,43,4,14,6,8,10,4,5,161,7,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,9,3,0,5,17,27,322,348,564,13,,1,F,c086cbe0e06ce581f673d821c3ca49d3eed5b059e58c0f253966da0cc7317eae,2018-07-02 05:46:00,2018-07-02 06:09:05,2018-07-02 07:18:00,CATD,Escaner,ACTA PREP
'210019B0100,210019B010003,21,PUEBLA,012,AMOZOC DE MOTA,0019,01,B,00,1,3,312,427,1,428,34,55,15,12,4,20,19,9,6,212,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,3,0,,0,0,0,,0,0,,0,0,,0,,4,3,0,2,1,27,428,428,701,1,,1,F,7c0ace0d5774d540d67ac07615a691fd088eda3a26f058c4eb4d6588be638bef,2018-07-02 05:39:00,2018-07-02 05:50:32,2018-07-02 05:54:33,CATD,Escaner,ACTA PREP
'210019C0100,210019C010003,21,PUEBLA,012,AMOZOC DE MOTA,0019,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,Sin Acta,0,,,,,,,,
'210020B0100,210020B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0020,01,B,00,2,3,173,588,5,593,154,83,17,19,39,4,10,33,51,149,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,593,559,746,5,,1,F,d687170cd21822c0537d994ad32b6e78467f4c1b4a10be8ecbfcf9052347bb8e,2018-07-02 07:12:00,2018-07-02 07:16:53,2018-07-02 07:18:04,CATD,Escaner,ACTA PREP
'210020C0100,210020C010003,21,PUEBLA,005,TLATLAUQUITEPEC,0020,01,C,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,,Sin Acta,0,,,,,,,,
'210021B0100,210021B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0021,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,,Sin Acta,0,,,,,,,,
'210021C0100,210021C010003,21,PUEBLA,005,TLATLAUQUITEPEC,0021,01,C,00,2,3,165,495,10,,127,57,7,10,60,8,7,25,54,96,1,,,,0,,,,,0,0,,,0,,,0,,,,0,,,4,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,0,3,0,1,0,44,505,505,650,10,,1,F,0619851ad35b654074803486dceecf40398ef88a5de65460b7f569e445afc340,2018-07-02 09:05:00,2018-07-02 09:07:36,2018-07-02 09:09:11,CATD,Escaner,ACTA PREP
'210022B0100,210022B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0022,01,B,00,2,3,158,515,12,,96,68,28,12,20,10,4,49,34,153,2,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,1,,0,0,,,0,,,0,,7,0,,0,2,0,,0,1,,0,1,,0,,0,0,0,1,0,34,527,524,665,12,,1,F,a907ec3f715a48591468a773a4c5ada2cbab2f73b9f65f8bbde8a7128511c8af,2018-07-02 08:08:00,2018-07-02 08:10:25,2018-07-02 08:12:29,CATD,Escaner,ACTA PREP
'210023B0100,210023B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0023,01,B,00,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,Sin Acta,0,,,,,,,,
'210023E0100,210023E010003,21,PUEBLA,005,TLATLAUQUITEPEC,0023,01,E,00,2,3,67,180,2,182,60,21,4,2,8,4,0,1,21,43,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,15,182,182,229,2,,1,F,7418c04fbeab5723e57eb435996c914ce7787dc6911d7a36d3eab84a74e3a3ef,2018-07-02 08:41:00,2018-07-02 08:44:36,2018-07-02 08:44:48,CATD,Escaner,CC
'210024B0100,210024B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0024,01,B,00,2,3,52,244,7,251,56,39,5,7,17,1,3,27,23,41,1,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,4,0,,0,0,0,,0,0,,1,0,,1,,0,0,0,0,0,24,251,251,283,7,,1,F,90cfb96eeaa6609db6444c57e3ec5795b6adfa7364f0a561d97466e616a5c7be,2018-07-02 05:54:00,2018-07-02 05:57:27,2018-07-02 05:59:52,CATD,Escaner,ACTA PREP
'210024E0100,210024E010003,21,PUEBLA,005,TLATLAUQUITEPEC,0024,01,E,00,2,3,51,196,9,205,49,30,7,5,16,6,3,5,21,50,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,13,205,205,236,9,,1,F,bab00460d2e8ba6d690f6e8d1b49d118c2c0f11251d0de50318474be10b4e70d,2018-07-02 06:09:00,2018-07-02 06:10:48,2018-07-02 06:11:45,CATD,Escaner,CC
'210025B0100,210025B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0025,01,B,00,2,3,64,188,6,194,48,25,2,6,6,6,2,14,37,30,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,1,0,,0,0,,0,0,,0,,1,0,0,0,0,12,194,194,238,6,,1,F,4267cd1d315513a97b23985d612d9d7fe314af6288cacb23a3fbfa3414d58204,2018-07-02 06:49:00,2018-07-02 06:50:34,2018-07-02 06:50:51,CATD,Escaner,ACTA PREP
'210026B0100,210026B010003,21,PUEBLA,005,TLATLAUQUITEPEC,0026,01,B,00,2,3,121,374,13,387,67,56,8,12,25,3,9,39,36,85,7,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,1,0,0,,0,0,,1,0,,0,,0,0,0,0,0,35,387,387,488,13,,1,F,396a73637838387d7bfbf91965d3d9cfefdda83d5dda83d4c85dc43fa78d13ec,2018-07-02 07:46:00,2018-07-02 07:51:49,2018-07-02 07:54:58,CATD,Escaner,ACTA PREP
'210026C0100,210026C010003,21,PUEBLA,005,TLATLAUQUITEPEC,0026,01,C,00,2,3,120,380,7,387,64,61,8,10,11,6,7,32,44,97,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,5,0,,0,0,0,,0,0,,0,0,,0,,1,4,0,0,0,30,387,387,487,7,,1,F,a3323bf8518ede3a0f3c89ca1303abc145412c4d3b76adae9bad4324558dd730,2018-07-02 08:15:00,2018-07-02 08:16:48,2018-07-02 08:18:28,CATD,Escaner,ACTA PREP
