GUBERNATURA
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7548,7407,0,7407,98.1319,6232,82.5649,4.0805,1174,3705612,2516965,2506816,67.6491

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210787C0100,210787C010005,21,PUEBLA,008,HUEJOTZINGO,0787,01,C,00,1,5,226,407,4,411,85,53,7,17,35,21,21,0,100,6,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,21,411,376,617,4,,1,F,be7d9c3792b61f4e89a77278bb253853f5810327d0cc4f30898393ea157fd5c2,2018-07-02 05:50:00,2018-07-02 08:45:42,2018-07-02 08:47:26,CATD,Escaner,ACTA PREP
'210787C0200,210787C020005,21,PUEBLA,008,HUEJOTZINGO,0787,02,C,00,1,5,233,395,9,404,71,69,7,19,36,16,19,2,111,111,10,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,404,502,617,9,,1,F,815a6f8de8462e1b2b1985063ffca34322d51ab715e37fcaf8b2ab3ca5957b01,2018-07-02 05:55:00,2018-07-02 07:01:52,2018-07-02 07:03:16,CATD,Escaner,ACTA PREP
'210787C0300,210787C030005,21,PUEBLA,008,HUEJOTZINGO,0787,03,C,00,1,5,210,422,4,426,75,70,3,13,52,16,19,2,124,11,3,1,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,426,426,616,4,,1,F,8eee39c281a7d6415e66d3a2e35ac407faec175d743b7b940c9e7e4c5a3fd948,2018-07-02 05:58:00,2018-07-02 06:51:26,2018-07-02 06:51:56,CATD,Escaner,ACTA PREP
'210788B0100,210788B010005,21,PUEBLA,008,HUEJOTZINGO,0788,01,B,00,1,5,216,453,5,458,72,64,10,24,59,19,15,0,125,8,0,8,11,2,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,27,458,458,654,5,,1,F,071fec69188a319cbbcbc3ebc2f38e9531c33403cbe433776c4aa0d24defa69b,2018-07-02 03:51:00,2018-07-02 05:10:45,2018-07-02 05:12:51,CATD,Escaner,ACTA PREP
'210788C0100,210788C010005,21,PUEBLA,008,HUEJOTZINGO,0788,01,C,00,1,5,210,463,8,463,63,89,8,17,74,14,17,1,123,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,416,653,8,,1,F,f7f3d892a8baefdc7693a2ed655e1e941b097e6ed1877b1bf06273936b065561,2018-07-02 02:05:00,2018-07-02 04:48:43,2018-07-02 04:51:13,CATD,Escaner,ACTA PREP
'210788C0200,210788C020005,21,PUEBLA,008,HUEJOTZINGO,0788,02,C,00,1,5,220,450,5,448,67,64,2,30,75,13,17,2,143,11,6,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,10,455,453,653,5,,1,F,bde1fef39b3266308948c8f1831d53c54c1abf8eedc77b6281495a0bea5bbdc9,2018-07-02 02:40:00,2018-07-02 03:43:43,2018-07-02 03:45:01,CATD,Escaner,ACTA PREP
'210789B0100,210789B010005,21,PUEBLA,008,HUEJOTZINGO,0789,01,B,00,1,5,200,452,5,455,76,86,4,17,32,19,21,4,139,7,9,3,0,7,4,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,457,455,640,5,,1,F,d663dc4020f020b80770d11a36e2e9ee6e406254a3a23e52d81123d485861eba,2018-07-02 02:09:00,2018-07-02 02:59:52,2018-07-02 03:02:53,CATD,Escaner,ACTA PREP
'210789C0100,210789C010005,21,PUEBLA,008,HUEJOTZINGO,0789,01,C,00,1,5,435,432,66,0,82,97,4,12,40,25,8,3,123,4,7,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19,435,435,639,66,,1,F,688de373b871ab2203124be98fb30972ea2af7e1746b8e35ac4f26d7781a028c,2018-07-02 02:26:00,2018-07-02 03:23:22,2018-07-02 03:24:36,CATD,Escaner,ACTA PREP
'210789C0200,210789C020005,21,PUEBLA,008,HUEJOTZINGO,0789,02,C,00,1,5,189,466,4,470,78,76,3,18,45,32,10,2,138,8,17,4,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,470,470,639,4,,1,F,45b9ac1d61a0c4af21f43d75753fa14634c5e9d2f1b7a908874e0385396a8137,2018-07-02 02:09:00,2018-07-02 02:47:12,2018-07-02 02:49:15,CATD,Escaner,ACTA PREP
'210790B0100,210790B010005,21,PUEBLA,008,HUEJOTZINGO,0790,01,B,00,1,5,244,395,16,411,89,56,4,20,41,18,12,4,126,6,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,390,635,16,,1,F,6dc9120a97686d454090b347bb6835f316f3ee85d4c82840dcec721a7639c504,2018-07-02 03:51:00,2018-07-02 05:22:35,2018-07-02 05:27:12,CATD,Escaner,RPP
'210790C0100,210790C010005,21,PUEBLA,008,HUEJOTZINGO,0790,01,C,00,1,5,232,417,6,422,102,50,4,13,53,12,19,4,121,6,8,2,0,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,15,423,422,634,6,,1,F,9314ff73a0f9ad0607e20ca5c4489d6df2a1dbe89a645285fc1a3a903ce82da4,2018-07-02 05:05:00,2018-07-02 07:27:01,2018-07-02 07:27:05,CATD,Escaner,ACTA PREP
'210790C0200,210790C020005,21,PUEBLA,008,HUEJOTZINGO,0790,02,C,00,1,5,243,400,9,405,93,47,6,13,53,9,9,0,136,1,7,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,20,409,405,634,9,,1,F,b7baa5b9a97697c763a54fb6a6e2f3ff127e6ce3fe1b2342987dbccba6f23d07,2018-07-02 05:02:00,2018-07-02 06:37:27,2018-07-02 06:39:25,CATD,Escaner,ACTA PREP
'210790C0300,210790C030005,21,PUEBLA,008,HUEJOTZINGO,0790,03,C,00,1,5,249,348,6,406,66,46,8,19,44,13,19,2,130,16,11,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,390,634,6,,1,F,5fef88aa42eb54f6e2ad439f7410e340206a0f3e8c0015232b4562cc725bb856,2018-07-02 04:04:00,2018-07-02 06:03:44,2018-07-02 06:06:18,CATD,Escaner,ACTA PREP
'210790C0400,210790C040005,21,PUEBLA,008,HUEJOTZINGO,0790,04,C,00,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,Todos los campos ilegibles,0,F,bc95ad5b09f6473dcde9a332f9f63d3d8ebfcef45330a9c57519377d30a0621a,2018-07-02 05:28:00,2018-07-02 08:51:06,2018-07-02 08:51:27,CATD,Escaner,ACTA PREP
'210790C0500,210790C050005,21,PUEBLA,008,HUEJOTZINGO,0790,05,C,00,1,5,223,417,13,0,90,74,13,18,53,15,10,1,125,8,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,10,430,430,634,13,,1,F,7c3e137c755cb8286660d6e92566b0c3b80929ca7fe0669ec0550480d1f6529d,2018-07-02 05:18:00,2018-07-02 07:56:53,2018-07-02 07:57:30,CATD,Escaner,ACTA PREP
'210791B0100,210791B010005,21,PUEBLA,008,HUEJOTZINGO,0791,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,,Sin Acta,0,,,,,,,,
'210791C0100,210791C010005,21,PUEBLA,008,HUEJOTZINGO,0791,01,C,00,1,5,218,550,7,553,106,60,17,26,33,17,38,6,182,7,8,2,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,36,557,552,748,7,,1,F,6172c6e519a3732571d94c041b2b97095d50d66a788087668d5f6d9a3f880fbe,2018-07-02 04:04:00,2018-07-02 05:40:36,2018-07-02 06:50:30,CATD,Escaner,ACTA PREP
'210791C0200,210791C020005,21,PUEBLA,008,HUEJOTZINGO,0791,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,,Sin Acta,0,,,,,,,,
'210791C0300,210791C030005,21,PUEBLA,008,HUEJOTZINGO,0791,03,C,00,1,5,221,546,0,545,119,48,27,21,43,28,33,8,156,7,14,1,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,8,1,1,0,0,0,0,0,1,1,0,18,546,544,748,0,,1,F,09d6575bdcce5c159dbd1d084f4c013a4937b111605f8a0d5f14cf4fbd16d468,2018-07-02 03:41:00,2018-07-02 04:32:10,2018-07-02 04:39:20,CATD,Escaner,ACTA PREP
'210792B0100,210792B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0792,01,B,00,1,5,136,424,11,435,92,59,7,17,10,9,5,4,179,20,2,4,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,435,435,551,11,,1,F,8defa095a6b78e4222f15d28e71ec766d00691fd309d6aa7f19ed657448e8021,2018-07-02 03:53:00,2018-07-02 04:11:04,2018-07-02 04:11:39,CATD,Escaner,ACTA PREP
'210792C0100,210792C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0792,01,C,00,1,5,178,389,5,390,73,73,4,14,21,6,6,3,145,15,8,1,1,1,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,394,390,551,5,,1,F,bc8121de71b7d0833e31c3abc900b38f4942fdb3a37a8d1364b02490f0e0e5f2,2018-07-02 04:19:00,2018-07-02 04:59:35,2018-07-02 05:02:41,CATD,Escaner,ACTA PREP
'210792C0200,210792C020005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0792,02,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,Sin Acta,0,,,,,,,,
'210793B0100,210793B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0793,01,B,00,1,5,151,406,8,414,79,56,7,13,15,5,7,6,184,9,7,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,414,414,545,8,,1,F,f4cd2afeafcb3a9bd98f076622aac76d90f1d4100141ff6b9708be286f4c9e94,2018-07-02 02:10:00,2018-07-02 02:49:23,2018-07-02 02:49:58,CATD,Escaner,ACTA PREP
'210793C0100,210793C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0793,01,C,00,1,5,138,427,0,427,75,61,8,29,7,3,5,11,189,8,8,1,0,1,5,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,427,426,545,0,,1,F,e2a321c1c8496f60bf326719aa9ec2f851c571a75f532ac7362d7ee6b718de48,2018-07-02 02:03:00,2018-07-02 02:36:15,2018-07-02 02:37:45,CATD,Escaner,ACTA PREP
'210793C0200,210793C020005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0793,02,C,00,1,5,142,418,4,422,69,47,6,17,7,4,3,11,220,10,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,422,422,544,4,,1,F,73b774d5627a57f078068f975733fb4dbd0c961616b3b08b8646a19a20d6f08a,2018-07-02 01:58:00,2018-07-02 02:21:27,2018-07-02 02:21:52,CATD,Escaner,ACTA PREP
'210794B0100,210794B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0794,01,B,00,2,5,102,300,6,306,52,49,7,11,5,6,4,8,131,5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,306,306,388,6,,1,F,8114d15acd0bc4ea4753bf1cf0b3e63ef12490abdf45b2e390f40e48951e3950,2018-07-02 00:17:00,2018-07-02 00:54:35,2018-07-02 00:57:58,CATD,Escaner,ACTA PREP
'210794C0100,210794C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0794,01,C,00,2,5,103,297,7,304,51,44,7,12,4,6,6,9,137,10,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8,304,304,387,7,,1,F,92829880d58996d67d35a78d109481148e8148818850a5719c10dfd0c89eae1f,2018-07-01 23:52:00,2018-07-02 00:24:43,2018-07-02 00:26:20,CATD,Escaner,ACTA PREP
'210795B0100,210795B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0795,01,B,00,1,5,172,424,3,439,96,62,4,20,8,4,7,9,190,5,8,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,427,422,594,3,,1,F,b4a6790c7aeb383b39c94623dca1832a182bbda4136028fbaabb9fbbbaf78d33,2018-07-02 04:13:00,2018-07-02 04:47:08,2018-07-02 04:52:10,CATD,Escaner,ACTA PREP
'210795C0100,210795C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0795,01,C,00,1,5,161,447,6,455,94,73,12,20,17,5,2,12,172,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,420,594,6,,1,F,5c77061659968e8fb25da0182543818a1c165c33d54a6b7193b87411ea8dadfe,2018-07-02 04:04:00,2018-07-02 04:33:25,2018-07-02 04:35:15,CATD,Escaner,ACTA PREP
'210796B0100,210796B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,0796,01,B,00,2,5,129,516,5,521,105,182,24,16,15,9,4,12,104,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,34,521,518,636,5,,1,F,81a3e34c098b7d863f3ebd9f09e5527179733aa5f0829803af475fdb40d9ae9e,2018-07-02 03:30:00,2018-07-02 03:50:31,2018-07-02 03:51:51,CATD,Escaner,ACTA PREP
'210797B0100,210797B010005,21,PUEBLA,024,TEHUACAN,0797,01,B,00,1,5,64,330,5,335,96,26,2,6,8,6,2,7,73,7,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,335,289,379,5,,1,F,d7a0970b29134d1e0503f6626fb0b8310df81cf9d86235f97096554826fa4d01,2018-07-02 04:32:00,2018-07-02 04:39:34,2018-07-02 05:33:00,CATD,Escaner,ACTA PREP
'210797C0100,210797C010005,21,PUEBLA,024,TEHUACAN,0797,01,C,00,1,5,68,324,6,330,99,47,6,27,30,4,4,1,71,5,6,4,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,330,330,378,6,,1,F,d17b6636a8d19fd6a19b38683c1028e3ddd78dae2edef9f5019f8cd37c7c7690,2018-07-02 03:52:00,2018-07-02 03:56:46,2018-07-02 03:58:17,CATD,Escaner,ACTA PREP
'210798B0100,210798B010005,21,PUEBLA,024,TEHUACAN,0798,01,B,00,2,5,136,565,3,568,112,35,7,70,27,6,10,4,215,8,8,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,49,568,565,684,3,,1,F,7bc2842325ba88395219829efa26390fedf7e922249d15e6071a872becfafe5f,2018-07-02 04:41:00,2018-07-02 04:50:22,2018-07-02 04:53:15,CATD,Escaner,ACTA PREP
'210799B0100,210799B010005,21,PUEBLA,024,TEHUACAN,0799,01,B,00,2,5,97,360,0,360,90,74,2,25,28,5,0,1,98,4,5,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,360,360,437,0,,1,F,5e07bf63245baf6e984c51f6a0c0a90c9535433336cf1f61d45fe048872bcd4b,2018-07-02 01:32:00,2018-07-02 01:53:04,2018-07-02 01:53:58,CATD,Escaner,ACTA PREP
'210799C0100,210799C010005,21,PUEBLA,024,TEHUACAN,0799,01,C,00,2,5,129,327,0,327,86,68,2,25,12,4,5,0,76,5,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,327,326,436,0,,1,F,57125a648e9af9a386d4881aa317ec442153514bac7105b627aa04390bda2488,2018-07-02 01:39:00,2018-07-02 01:42:35,2018-07-02 01:44:00,CATD,Escaner,ACTA PREP
'210800B0100,210800B010005,21,PUEBLA,024,TEHUACAN,0800,01,B,00,2,5,137,550,2,553,95,199,9,16,74,5,2,18,92,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,552,553,670,2,,1,F,bb6419f5063e1f21acced0c1058c536d72dde0f126dccfd8bcf1e54a3cf0928d,2018-07-02 11:15:00,2018-07-02 11:21:28,2018-07-02 11:24:37,CATD,Escaner,ACTA PREP
'210800E0100,210800E010005,21,PUEBLA,024,TEHUACAN,0800,01,E,00,2,5,55,256,3,259,137,19,1,13,1,1,1,0,37,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,259,240,294,3,,1,F,f4510f2408a139b88a4fd6af85642779d56323466d13695320fe9df7182e099e,2018-07-02 02:49:00,2018-07-02 05:05:33,2018-07-02 05:06:33,CATD,Escaner,ACTA PREP
'210800E0200,210800E020005,21,PUEBLA,024,TEHUACAN,0800,02,E,00,2,5,148,507,1,508,135,127,2,24,31,18,3,3,96,6,4,2,0,4,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,36,508,505,636,1,,1,F,d2754847f9a4c6d657a51ef1bbe18ce937061b6dbc7e9ba431bbab2c09df0e05,2018-07-02 10:39:00,2018-07-02 10:57:11,2018-07-02 11:01:05,CATD,Escaner,ACTA PREP
'210820B0100,210820B010005,21,PUEBLA,023,ACATLAN DE OSORIO,0820,01,B,00,1,5,80,424,0,424,144,169,0,12,2,2,1,1,83,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,424,432,484,0,,1,D,c594f015305e46a162c4616921efb9ffa9363cf86d2f42e22052317db9afaecc,2018-07-02 01:08:46,2018-07-02 01:29:20,2018-07-02 01:31:15,CASILLA,Movil,ACTA PREP
'210801B0100,210801B010005,21,PUEBLA,006,TEZIUTLAN,0801,01,B,00,1,5,139,488,6,494,88,103,8,13,42,85,15,8,78,7,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,494,494,612,6,,1,F,3d040699795e445f12e3a1d087278e9ace0a43e3b1e2a88f1da3069548197b95,2018-07-02 02:27:00,2018-07-02 02:30:53,2018-07-02 02:31:56,CATD,Escaner,ACTA PREP
'210802B0100,210802B010005,21,PUEBLA,006,TEZIUTLAN,0802,01,B,00,1,5,133,415,2,408,75,160,8,13,6,22,8,4,1,7,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,417,328,530,2,,1,F,9c3910d7c8e56739bb242ccce4c14f8ba2421ab32bc68fc808af71ff28b72067,2018-07-02 07:37:00,2018-07-02 07:40:05,2018-07-02 07:41:07,CATD,Escaner,ACTA PREP
'210802C0100,210802C010005,21,PUEBLA,006,TEZIUTLAN,0802,01,C,00,1,5,108,439,2,0,76,148,6,11,3,34,8,3,101,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,441,425,529,2,,1,F,373b39b4022071175417d639c9efae41bebd73f3574fe7ff1b5a72dc72f9767b,2018-07-02 08:50:00,2018-07-02 09:29:29,2018-07-02 09:40:08,CATD,Escaner,ACTA PREP
'210802C0200,210802C020005,21,PUEBLA,006,TEZIUTLAN,0802,02,C,00,1,5,133,412,3,415,75,149,8,12,2,24,13,2,97,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,415,415,529,3,,1,F,15177a9a3a1d138154321d6745f2aad282676c1fc6ddc0a2867646d5a0cb0513,2018-07-02 08:05:00,2018-07-02 08:08:45,2018-07-02 08:09:33,CATD,Escaner,ACTA PREP
'210803B0100,210803B010005,21,PUEBLA,006,TEZIUTLAN,0803,01,B,00,2,5,45,169,10,166,0,0,0,10,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,29,204,10,,1,F,a808b5e62e3c974493880dc240336616cd41d045e1175768d4a5ab6568f738ee,2018-07-02 07:51:00,2018-07-02 07:55:06,2018-07-02 07:57:42,CATD,Escaner,ACTA PREP
'210804B0100,210804B010005,21,PUEBLA,006,TEZIUTLAN,0804,01,B,00,2,5,166,342,10,352,51,76,8,5,37,65,10,11,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,352,298,498,10,,1,F,f4288bdd238540ac267bacd0598d77b1ba0458a50972c08d9b5a80c8647f844b,2018-07-02 09:20:00,2018-07-02 09:25:50,2018-07-02 09:38:30,CATD,Escaner,ACTA PREP
'210805B0100,210805B010005,21,PUEBLA,006,TEZIUTLAN,0805,01,B,00,2,5,123,338,10,348,82,67,5,12,5,67,9,4,55,6,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,26,348,348,452,10,,1,F,d4025c6b7e67e93b92bb36d5ab7310169c52e705c9db182e9d7d66045d62ef9a,2018-07-02 03:23:00,2018-07-02 03:31:35,2018-07-02 03:34:59,CATD,Escaner,ACTA PREP
'210806B0100,210806B010005,21,PUEBLA,006,TEZIUTLAN,0806,01,B,00,2,5,94,432,7,0,128,140,7,4,3,61,18,19,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,439,439,513,7,,1,F,8c87502183f8d24dc44934653e3e96362990b9ab6ed85f144eec0d01f34b2aa0,2018-07-02 04:40:00,2018-07-02 04:42:43,2018-07-02 04:46:13,CATD,Escaner,ACTA PREP
'210807B0100,210807B010005,21,PUEBLA,006,TEZIUTLAN,0807,01,B,00,1,5,,,,,74,47,7,2,7,125,5,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,307,404,,,1,F,4bd9c0d05abdf8937cb8630ff1b6356512c40082960a8c90dd2c910339bfa19d,2018-07-02 04:23:00,2018-07-02 04:26:06,2018-07-02 04:26:42,CATD,Escaner,ACTA PREP
'210807C0100,210807C010005,21,PUEBLA,006,TEZIUTLAN,0807,01,C,00,1,5,113,0,8,315,37,34,6,8,5,154,5,1,35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,19,8,312,404,8,,1,F,add917e8f6186a2c8d0eedc1f3dfb4eb822c79cb56c25cbcc0f6acb3c8503bc8,2018-07-02 03:51:00,2018-07-02 03:54:21,2018-07-02 03:55:33,CATD,Escaner,ACTA PREP
'210808B0100,210808B010005,21,PUEBLA,006,TEZIUTLAN,0808,01,B,00,2,5,123,428,7,435,120,112,12,23,17,45,17,2,53,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,435,435,538,7,,1,F,ccd8afd22eaf91fd6937efa656416ba2dd13db6d03d1b61c22307cc7a5f0cd41,2018-07-02 02:58:00,2018-07-02 03:11:35,2018-07-02 03:13:38,CATD,Escaner,ACTA PREP
'210808C0100,210808C010005,21,PUEBLA,006,TEZIUTLAN,0808,01,C,00,2,5,139,409,10,419,87,106,21,15,16,44,17,2,56,6,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,41,419,419,538,10,,1,F,35890a768c806a0574d0a19b146e3001ea8762dd02e30581d9c08d08945f02ac,2018-07-02 04:00:00,2018-07-02 04:04:04,2018-07-02 04:05:46,CATD,Escaner,ACTA PREP
'210809B0100,210809B010005,21,PUEBLA,003,ZACATLAN,0809,01,B,00,2,5,208,463,4,467,109,81,13,18,46,5,6,0,144,3,7,1,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,18,467,467,655,4,,1,F,1db96868c41308ba51648c0569f632572f065a6b9bc55a07fdfc0d0a6bd516cb,2018-07-02 03:11:00,2018-07-02 03:15:24,2018-07-02 03:17:13,CATD,Escaner,ACTA PREP
